ref,itemDescriptionEN,brand,nameEN,encodeNameEN,title,description,full_description
025272D1,Rapunzel Milk Leave-In Spray,Lola,Dry to Very Dry Hair,hair/dry-damaged-hair/seruns-leave-in,Rapunzel Milk Nourishing Leave-In Spray,"Discover Lola Cosmetics Rapunzel Milk Nourishing Leave-In Spray – the ultra-nourishing leave-in that hydrates, restores, and protects dry, brittle hair for a youthful, silky finish.Stronger, smoother, younger hair!Key Benefits:Prevents hair aging and drynessDeeply hydrates and repairs brittle strandsSeals cuticles and restores natural shineLightweight, fast-absorbing leave-in formulaLeaves hair soft, silky, and easy to manageActive Ingredients:Creatine: Strengthens hair structure and enhances resistancePanthenol (Pro-Vitamin B5): Provides lasting moisture and shineLactic Acid: Smooths hair fiber and helps balance pHLola Cosmetics Rapunzel Milk Nourishing Leave-In Spray is the ultimate beauty essential for those seeking revitalized, youthful-looking hair. Its powerful blend of active ingredients delivers visible results from the first use—hydration, repair, and softness in one lightweight spray.","Lola Rapunzel Milk Leave-In Spray Discover Lola Cosmetics Rapunzel Milk Nourishing Leave-In Spray – the ultra-nourishing leave-in that hydrates, restores, and protects dry, brittle hair for a youthful, silky finish.Stronger, smoother, younger hair!Key Benefits:Prevents hair aging and drynessDeeply hydrates and repairs brittle strandsSeals cuticles and restores natural shineLightweight, fast-absorbing leave-in formulaLeaves hair soft, silky, and easy to manageActive Ingredients:Creatine: Strengthens hair structure and enhances resistancePanthenol (Pro-Vitamin B5): Provides lasting moisture and shineLactic Acid: Smooths hair fiber and helps balance pHLola Cosmetics Rapunzel Milk Nourishing Leave-In Spray is the ultimate beauty essential for those seeking revitalized, youthful-looking hair. Its powerful blend of active ingredients delivers visible results from the first use—hydration, repair, and softness in one lightweight spray."
009711GA,Solaire Dry Oil Glossy SPF15 ,Galenic,Normal Skin,sun-tan/face/normal-skin,Solaire Dry Oil Glossy SPF15,"Solaire dry oil spf15 has a medium protection with invisible finish and a touch of tan.  Suitable for dark-skinned or tanned already.   For a tan satin finish.   The skin becomes more beautiful and hydrated.Should be shaken before use.  Presents a formula consisting of: filters tinosorb, that provide a stable and effective protection against the Sun s rays; Vitamin E, antioxidant.","Galenic Solaire Dry Oil Glossy SPF15  Solaire dry oil spf15 has a medium protection with invisible finish and a touch of tan.  Suitable for dark-skinned or tanned already.   For a tan satin finish.   The skin becomes more beautiful and hydrated.Should be shaken before use.  Presents a formula consisting of: filters tinosorb, that provide a stable and effective protection against the Sun s rays; Vitamin E, antioxidant."
014988VY,Neovadiol Anti-Aging Serum ,Vichy,Serums,skin/global-anti-aging/seruns,Neovadiol Meno 5 Bi Serum Global Anti-Aging,"Neovadiol meno 5 bi serum global anti-aging is a product with proven efficacy in mature skins!   Reactive the 5 skin mechanisms!   Vichy has reconciled two intensive redensifiercomponents, Proxylane and Cassia extract, whichreverse the impact of hormonal changes on the skin.  Also has niacinamide, combined with vichy volcanic water, vitamin B3, E and CG, omegas 3-6-9 and glycolic acid that help improve sagging and wrinkles.  It s indicated for:   	Sagging 	Dull skin 	Wrinkles 	Dark spots 	Increase skin lipids   Minimizes the effects caused by hormonal imbalance on the skin, regaining its vitality!","Vichy Neovadiol Anti-Aging Serum  Neovadiol meno 5 bi serum global anti-aging is a product with proven efficacy in mature skins!   Reactive the 5 skin mechanisms!   Vichy has reconciled two intensive redensifiercomponents, Proxylane and Cassia extract, whichreverse the impact of hormonal changes on the skin.  Also has niacinamide, combined with vichy volcanic water, vitamin B3, E and CG, omegas 3-6-9 and glycolic acid that help improve sagging and wrinkles.  It s indicated for:   	Sagging 	Dull skin 	Wrinkles 	Dark spots 	Increase skin lipids   Minimizes the effects caused by hormonal imbalance on the skin, regaining its vitality!"
018334SJ,Brazilian Joia Strengthening + Smoothing Shampoo,Sol de Janeiro,Normal Hair,hair/normal-hair/shampoo,BRAZILIAN JOIA Strengthening + Smoothing Shampoo,"The ultimate solution for fine to medium hair - BRAZILIAN JOIA Strengthening + Smoothing Shampoo. This shampoo has got your back when it comes to all your hair concerns: damage repair, dryness, frizz, split ends, and even hair weighed down by heavy formulas. And guess what? It's sulfate-free and color-safe too!Summer hair with a touch of Samba.Formulated with a heavenly blend of hair-healthy Brazilian ingredients, this shampoo not only cleanses your hair but also keeps it moisturized without any stripping. Prepare to embark on a private paradise during your next wash day, thanks to the iconic Cheirosa 62 fragrance that accompanies it.But that's not all! This powerhouse shampoo delivers outstanding results: it repairs a whopping 58% of damage, reduces frizz by 71% for a solid 8 hours, helps protect your hair from future damage, and mends an impressive 76% of split ends.Get ready to experience a true hair transformation with BRAZILIAN JOIA Shampoo. Your hair will thank you for it!Olfactory atmosphereTop notes: Pistachio, Almond.Heart notes: Heliotrope, Jasmine Petals.Base notes:Vanilla, Salted Caramel, Sandalwood.","Sol de Janeiro Brazilian Joia Strengthening + Smoothing Shampoo The ultimate solution for fine to medium hair - BRAZILIAN JOIA Strengthening + Smoothing Shampoo. This shampoo has got your back when it comes to all your hair concerns: damage repair, dryness, frizz, split ends, and even hair weighed down by heavy formulas. And guess what? It's sulfate-free and color-safe too!Summer hair with a touch of Samba.Formulated with a heavenly blend of hair-healthy Brazilian ingredients, this shampoo not only cleanses your hair but also keeps it moisturized without any stripping. Prepare to embark on a private paradise during your next wash day, thanks to the iconic Cheirosa 62 fragrance that accompanies it.But that's not all! This powerhouse shampoo delivers outstanding results: it repairs a whopping 58% of damage, reduces frizz by 71% for a solid 8 hours, helps protect your hair from future damage, and mends an impressive 76% of split ends.Get ready to experience a true hair transformation with BRAZILIAN JOIA Shampoo. Your hair will thank you for it!Olfactory atmosphereTop notes: Pistachio, Almond.Heart notes: Heliotrope, Jasmine Petals.Base notes:Vanilla, Salted Caramel, Sandalwood."
018181RZ,TAT Hydrabalm,Reuzel,Moisturization & Toning,men/body/moisturization-toning,TAT Hydrabalm,"TAT Hydrabalm is a revitalizing and replenishing tattoo balm that deeply moisturizes, brightens, and protects your body art.Shield your tattoo from environmental aggressors with this aftercare balm and bring your unique story to life!As step #2 of your TAT routine, this tattoo aftercare balm uses shea butter and papaya extracts to keep your healed tattoos looking their best by safeguarding them against stretching, blurring, and dryness.Ordinary skincare products aren't always gentle enough for tattoo aftercare and can even cause patchiness or bleaching. But with TAT Hydrabalm, you can protect your tattoo without sacrificing its color and detail. Castor oil creates a barrier between your ink and toxins, while shea butter and papaya condition your skin for a supple finish.Don't let the world dull your tattoo's shine. Use TAT Hydrabalm as your go-to tattoo balm for long-lasting radiance and protection.","Reuzel TAT Hydrabalm TAT Hydrabalm is a revitalizing and replenishing tattoo balm that deeply moisturizes, brightens, and protects your body art.Shield your tattoo from environmental aggressors with this aftercare balm and bring your unique story to life!As step #2 of your TAT routine, this tattoo aftercare balm uses shea butter and papaya extracts to keep your healed tattoos looking their best by safeguarding them against stretching, blurring, and dryness.Ordinary skincare products aren't always gentle enough for tattoo aftercare and can even cause patchiness or bleaching. But with TAT Hydrabalm, you can protect your tattoo without sacrificing its color and detail. Castor oil creates a barrier between your ink and toxins, while shea butter and papaya condition your skin for a supple finish.Don't let the world dull your tattoo's shine. Use TAT Hydrabalm as your go-to tattoo balm for long-lasting radiance and protection."
010445RK,All Soft Argan-6 Oil,Redken,Dry to Very Dry Hair,hair/dry-damaged-hair/seruns-leave-in,"All Soft Argan-6 Oil for Dry, Brittle Hair","Transform dry hair with Redken All Soft Argan-6 Oil. This leave-in anti-frizz hair treatment enriched with Omega-6 and Moisture Complex offers six benefits for silky, smooth, and deeply conditioned hair.Six ways to softness — silky, smooth, and frizz-free hair!Key Benefits:Enriched with Omega-6 for nourishing and strengthening hair;Formulated with Redken's Moisture Complex to maintain optimal moisture balance;Leave-in oil that reduces frizz and adds shine;Provides concentrated softness and deep conditioning;Enhances elasticity for healthier, more resilient hair;Suitable for all hair types, especially dry or damaged hair;Lightweight, non-greasy formula for effortless styling.Active Ingredients:Omega-6 fatty acids for nourishment.Redken's Moisture Complex for hydration and softness.Achieve silky, manageable hair with reduced frizz and improved elasticity. Redken All Soft Argan-6 Oil deeply conditions, leaving hair feeling soft, smooth, and healthy-looking all day long.","Redken All Soft Argan-6 Oil Transform dry hair with Redken All Soft Argan-6 Oil. This leave-in anti-frizz hair treatment enriched with Omega-6 and Moisture Complex offers six benefits for silky, smooth, and deeply conditioned hair.Six ways to softness — silky, smooth, and frizz-free hair!Key Benefits:Enriched with Omega-6 for nourishing and strengthening hair;Formulated with Redken's Moisture Complex to maintain optimal moisture balance;Leave-in oil that reduces frizz and adds shine;Provides concentrated softness and deep conditioning;Enhances elasticity for healthier, more resilient hair;Suitable for all hair types, especially dry or damaged hair;Lightweight, non-greasy formula for effortless styling.Active Ingredients:Omega-6 fatty acids for nourishment.Redken's Moisture Complex for hydration and softness.Achieve silky, manageable hair with reduced frizz and improved elasticity. Redken All Soft Argan-6 Oil deeply conditions, leaving hair feeling soft, smooth, and healthy-looking all day long."
007693CL,Le Gel Coat ,Chanel,Top & Basecoats,makeup/nails/top-basecoats,Le Gel Coat Longwear Top Coat,"A luxurious top coat that will make your nails immensely brilliant!  Le Gel Coat providesan ultra-glossy,gel-like finish which extend the wear of LE VERNIS nail colour for up to seven days without the UV lamp.   The protective shield for your color!   Le Gel Coat s innovative formulais activated by natural light, bonds bonds to nail polish for flexibility, strength and unprecedented wear.","Chanel Le Gel Coat  A luxurious top coat that will make your nails immensely brilliant!  Le Gel Coat providesan ultra-glossy,gel-like finish which extend the wear of LE VERNIS nail colour for up to seven days without the UV lamp.   The protective shield for your color!   Le Gel Coat s innovative formulais activated by natural light, bonds bonds to nail polish for flexibility, strength and unprecedented wear."
020922LC,Rénergie H.P.N. 300 Peptides Rich Cream,Lancome,Anti-Ageing Global,skin/global-anti-aging/specific-moisturizers,Rénergie H.P.N. 300 Peptides Rich Cream for Dry Skin,"Introducing LANCÔME Rénergie H.P.N. 300 Peptides Rich Cream, a groundbreaking moisturizer for face and neck, perfect for dry skin. Harnessing the power of 300 peptides, Hyaluronic Acid, and Niacinamide, it's the ultimate anti-aging solution for day and night.Revitalize your skin with Rénergie H.P.N. 300 Peptides Rich Cream and unveil a youthful glow like never before!Key Benefits:<ol>Deep hydration for dry skinAdvanced anti-aging formulaContains 300 types of peptidesEnriched with Hyaluronic Acid and NiacinamideDay and night moisturizerEnhances skin firmness</ol>Active Ingredients:Hyaluronic Acid300 types of peptidesNiacinamide9.8% SqualaneExperience the revolutionary LANCÔME Rénergie H.P.N. 300 Peptides Rich Cream, a skincare marvel crafted to rejuvenate and replenish dry skin.Enriched with a potent blend of Hyaluronic Acid, 300 peptides, and Niacinamide, this day and night moisturizer delivers unparalleled hydration and anti-aging benefits. Infused with 9.8% Squalane, it deeply nourishes, leaving your skin plump, firm, and radiant with every application.Elevate your beauty regimen with LANCÔME Rénergie H.P.N. 300 Peptides Rich Cream for timeless, youthful skin.<br>","Lancome Rénergie H.P.N. 300 Peptides Rich Cream Introducing LANCÔME Rénergie H.P.N. 300 Peptides Rich Cream, a groundbreaking moisturizer for face and neck, perfect for dry skin. Harnessing the power of 300 peptides, Hyaluronic Acid, and Niacinamide, it's the ultimate anti-aging solution for day and night.Revitalize your skin with Rénergie H.P.N. 300 Peptides Rich Cream and unveil a youthful glow like never before!Key Benefits:<ol>Deep hydration for dry skinAdvanced anti-aging formulaContains 300 types of peptidesEnriched with Hyaluronic Acid and NiacinamideDay and night moisturizerEnhances skin firmness</ol>Active Ingredients:Hyaluronic Acid300 types of peptidesNiacinamide9.8% SqualaneExperience the revolutionary LANCÔME Rénergie H.P.N. 300 Peptides Rich Cream, a skincare marvel crafted to rejuvenate and replenish dry skin.Enriched with a potent blend of Hyaluronic Acid, 300 peptides, and Niacinamide, this day and night moisturizer delivers unparalleled hydration and anti-aging benefits. Infused with 9.8% Squalane, it deeply nourishes, leaving your skin plump, firm, and radiant with every application.Elevate your beauty regimen with LANCÔME Rénergie H.P.N. 300 Peptides Rich Cream for timeless, youthful skin.<br>"
020193GQ,Hyaluronic Acid Serum,Geske,Dryness & Dehydration,skin/dehydration/seruns,Hyaluronic Acid Serum Triple Hyaluronic Structure,"Nourish extremely dry skin with our Hyaluronic Acid Serum – your ultimate solution for intense care and moisture.This high-quality serum penetrates deep, leaving your skin glowing from within!Advantages:Intensive care for extremely dry skin;Triple hyaluron structure for deep penetration;Reduces wrinkles and enhances skin elasticity.Give your skin the care it deserves, addressing the needs of extremely dry skin. Replenish, rejuvenate, and radiate with the power of Hyaluronic Acid Serum for a healthier and more vibrant complexion.GESKE has received numerous awards for innovative solutions that will change your beauty routine forever, including Elle's No. 1 Beauty Innovation, CES Innovation Award and the world-renowned Red Dot Design Award. Discover the most awarded beauty company in the world and experience the magic for yourself!","Geske Hyaluronic Acid Serum Nourish extremely dry skin with our Hyaluronic Acid Serum – your ultimate solution for intense care and moisture.This high-quality serum penetrates deep, leaving your skin glowing from within!Advantages:Intensive care for extremely dry skin;Triple hyaluron structure for deep penetration;Reduces wrinkles and enhances skin elasticity.Give your skin the care it deserves, addressing the needs of extremely dry skin. Replenish, rejuvenate, and radiate with the power of Hyaluronic Acid Serum for a healthier and more vibrant complexion.GESKE has received numerous awards for innovative solutions that will change your beauty routine forever, including Elle's No. 1 Beauty Innovation, CES Innovation Award and the world-renowned Red Dot Design Award. Discover the most awarded beauty company in the world and experience the magic for yourself!"
016209SX,Waso Yuzu-C Glow-On Shot ,Shiseido,Luminosity & Anti-Spots,skin/dark-spots/seruns,Waso Yuzu-c Glow-On Shot,"Waso Yuzu-C Glow-On Shot is a serum that gives your skin an instant hydration and radiance boost.   To enhance natural beauty without filters!   A two-phase serum formulated with 98% natural ingredients, integrating the Japanese super-ingredient YUZU and Vitamin C to deliver the ideal daily dose of hydration and radiance.  The power of each ingredient is harnessed by Shiseido scientists to create nutrient-rich products with clinically proven efficacy.  Shiseido works directly with farmers in various regions of Japan, rather than conventional large-scale suppliers, allowing them to ensure the traceability, freshness and quality of ingredients while supporting local economies.  Provides immediate radiance and deep hydration throughout the day.  Combines the moisture-boosting power of Yuzu with a dual vitamin C formula for a more even tone.","Shiseido Waso Yuzu-C Glow-On Shot  Waso Yuzu-C Glow-On Shot is a serum that gives your skin an instant hydration and radiance boost.   To enhance natural beauty without filters!   A two-phase serum formulated with 98% natural ingredients, integrating the Japanese super-ingredient YUZU and Vitamin C to deliver the ideal daily dose of hydration and radiance.  The power of each ingredient is harnessed by Shiseido scientists to create nutrient-rich products with clinically proven efficacy.  Shiseido works directly with farmers in various regions of Japan, rather than conventional large-scale suppliers, allowing them to ensure the traceability, freshness and quality of ingredients while supporting local economies.  Provides immediate radiance and deep hydration throughout the day.  Combines the moisture-boosting power of Yuzu with a dual vitamin C formula for a more even tone."
024071VB,Time to Bronze,Veoli Botanica,Bronzer,makeup/complexion/bronzer,Time to Bronze Creamy Bronzer,"Achieve a natural, sun-kissed glow with Veoli Botanica Time To Bronze — a creamy bronzer enriched with skin-loving actives for radiant, healthy-looking skin.Glow naturally!Key Benefits:Smooth, creamy texture for effortless blendingBuildable color from subtle warmth to defined contourMatte, long-lasting finish without orange undertonesEnriched with Vitamin C and plant collagen for added skin benefitsActive Ingredients:Vitamin C: Brightens and protects skinPlant Collagen: Supports skin firmness and elasticityVeoli Botanica Time To Bronze is more than makeup — it’s skincare-infused beauty. Perfect for all skin tones, it sculpts and enhances with a natural matte glow while nourishing your skin. A must-have for effortless, radiant definition.","Veoli Botanica Time to Bronze Achieve a natural, sun-kissed glow with Veoli Botanica Time To Bronze — a creamy bronzer enriched with skin-loving actives for radiant, healthy-looking skin.Glow naturally!Key Benefits:Smooth, creamy texture for effortless blendingBuildable color from subtle warmth to defined contourMatte, long-lasting finish without orange undertonesEnriched with Vitamin C and plant collagen for added skin benefitsActive Ingredients:Vitamin C: Brightens and protects skinPlant Collagen: Supports skin firmness and elasticityVeoli Botanica Time To Bronze is more than makeup — it’s skincare-infused beauty. Perfect for all skin tones, it sculpts and enhances with a natural matte glow while nourishing your skin. A must-have for effortless, radiant definition."
023820AQ,Blu Mediterraneo Mirto Di Panarea Eau de Toilette,Acqua di parma,Fragrances,fragrance/women,Blu Mediterraneo Mirto Di Panarea Eau de Toilette,"Discover Acqua di Parma Blu Mediterraneo Mirto di Panarea Eau de Toilette, a timeless fragrance capturing the soul of the Mediterranean. A luxurious scent blending citrus, myrtle, and sea breeze—perfect for lovers of elegance and escape.Breathe in the Mediterranean!What is the story of Acqua di Parma Blu Mediterraneo Mirto di Panarea Eau de Toilette?Blu Mediterraneo Mirto di Panarea by Acqua di Parma is more than a perfume—it’s a sensory escape to Panarea, a Mediterranean island where time stands still. Inspired by the island’s volcanic beauty and vibrant spirit, this fragrance is a tribute to untamed nature and the serenity of the sea.Fragrance Features:Sparkling citrus notes of Calabrian bergamot and lemonEncased in an iconic deep blue Art Deco bottle, evoking the Mediterranean’s crystal-clear watersFragrance Composition:The fragrance opens with an invigorating burst of top notes, where the aromatic warmth of myrtle and basil blends seamlessly with the sparkling freshness of Italian lemon and Italian bergamot. This vibrant introduction sets the tone for a scent that is both energizing and refined. At the heart, a delicate marine breeze carries the essence of the Mediterranean, mingling with the floral elegance of jasmine absolute and the velvety richness of Damask rose absolute. These notes evoke a sense of tranquility and timeless beauty. As the fragrance settles, the base notes emerge with depth and sophistication. The earthy, resinous quality of lentisk absolute pairs with the crisp freshness of juniper, while the grounding warmth of Virginian cedarwood and amber leaves a lasting, harmonious impression.","Acqua di parma Blu Mediterraneo Mirto Di Panarea Eau de Toilette Discover Acqua di Parma Blu Mediterraneo Mirto di Panarea Eau de Toilette, a timeless fragrance capturing the soul of the Mediterranean. A luxurious scent blending citrus, myrtle, and sea breeze—perfect for lovers of elegance and escape.Breathe in the Mediterranean!What is the story of Acqua di Parma Blu Mediterraneo Mirto di Panarea Eau de Toilette?Blu Mediterraneo Mirto di Panarea by Acqua di Parma is more than a perfume—it’s a sensory escape to Panarea, a Mediterranean island where time stands still. Inspired by the island’s volcanic beauty and vibrant spirit, this fragrance is a tribute to untamed nature and the serenity of the sea.Fragrance Features:Sparkling citrus notes of Calabrian bergamot and lemonEncased in an iconic deep blue Art Deco bottle, evoking the Mediterranean’s crystal-clear watersFragrance Composition:The fragrance opens with an invigorating burst of top notes, where the aromatic warmth of myrtle and basil blends seamlessly with the sparkling freshness of Italian lemon and Italian bergamot. This vibrant introduction sets the tone for a scent that is both energizing and refined. At the heart, a delicate marine breeze carries the essence of the Mediterranean, mingling with the floral elegance of jasmine absolute and the velvety richness of Damask rose absolute. These notes evoke a sense of tranquility and timeless beauty. As the fragrance settles, the base notes emerge with depth and sophistication. The earthy, resinous quality of lentisk absolute pairs with the crisp freshness of juniper, while the grounding warmth of Virginian cedarwood and amber leaves a lasting, harmonious impression."
021785ZO,Bogadent Plaque-Stop Chips for Cats,Bogar,Pet Care,health-care/veterinary-products,Bogadent Plaque-Stop Chips Oral Hygiene Snacks for Cats,"Choose Bogar Bogadent Plaque-Stop Chips for Cats, available in fish and chicken flavors, for a tasty way to reduce tartar, support healthy gums, and keep your cat’s breath fresh.Fresh breath, strong teeth, happy cat!Key Benefits:XF3-Effect Formula with seaweed, cranberry, and minerals;Reduces tartar buildup and supports healthy gums;Contains chlorophyll to maintain fresh breath;Available in two delicious recipes.Bogar Bogadent Plaque-Stop Chips for Cats combine the power of seaweed, cranberry, and minerals to deliver effective dental care with a tasty reward. Whether you opt for the fish blend or the pure Swiss chicken option, these chips help reduce tartar, promote gum health, and keep your cat’s breath fresh.","Bogar Bogadent Plaque-Stop Chips for Cats Choose Bogar Bogadent Plaque-Stop Chips for Cats, available in fish and chicken flavors, for a tasty way to reduce tartar, support healthy gums, and keep your cat’s breath fresh.Fresh breath, strong teeth, happy cat!Key Benefits:XF3-Effect Formula with seaweed, cranberry, and minerals;Reduces tartar buildup and supports healthy gums;Contains chlorophyll to maintain fresh breath;Available in two delicious recipes.Bogar Bogadent Plaque-Stop Chips for Cats combine the power of seaweed, cranberry, and minerals to deliver effective dental care with a tasty reward. Whether you opt for the fish blend or the pure Swiss chicken option, these chips help reduce tartar, promote gum health, and keep your cat’s breath fresh."
010955TA,Time Control + Phototherapy Device Anti-Fatigue and Anti-Aging Eyes,Talika,Eye Contour,skin/eye-care/global-anti-aging,Time Control + Eye Contour,"Talika Innovates once again, creating a device which is capable of acting on all your concerns from the eye contour area!  The Time control+ phototherapy device anti-fatigue and anti-ageing eyes was developed specifically for the fragile area of the eye contour.   Your look will betransformed!   ANTI-FATIGUE ACTION  ↠ Reverse Ionophoresis:  Micro currents that are capable of promoting the lymphatic circulation.  ↠Detox Electrostimulation   A gentle diffusion of electrical impulses that helps decongest the eye contour area.  ANTI-AGEING ACTION  ↠ Green Light (525 nm):  Anti-dark spot and illuminating, which regulates the melanocytes.  ↠ Orange Light (590 nm):  Stimulates fibroblasts to initiate collagen production. Reduces wrinkles and crows feet, also firming the delicate skin from the eye contour.  ↠ Red Light Phototherapy (630 nm):  Acts on the markers resulting from the daily skin microinflamationwhich accelerates the ageing process; thus calming and reducing it s redness.  ↠Lift Electro-stimulation :  Which is is able to promote the toning from the tissues.  Potentiation  ↠ Ionophoresis:  Imperceptible ionic microcircuits that increase the permeability from the skin, promoting the penetration and efficacy from your eye contour care.  Compact and easy to use!","Talika Time Control + Phototherapy Device Anti-Fatigue and Anti-Aging Eyes Talika Innovates once again, creating a device which is capable of acting on all your concerns from the eye contour area!  The Time control+ phototherapy device anti-fatigue and anti-ageing eyes was developed specifically for the fragile area of the eye contour.   Your look will betransformed!   ANTI-FATIGUE ACTION  ↠ Reverse Ionophoresis:  Micro currents that are capable of promoting the lymphatic circulation.  ↠Detox Electrostimulation   A gentle diffusion of electrical impulses that helps decongest the eye contour area.  ANTI-AGEING ACTION  ↠ Green Light (525 nm):  Anti-dark spot and illuminating, which regulates the melanocytes.  ↠ Orange Light (590 nm):  Stimulates fibroblasts to initiate collagen production. Reduces wrinkles and crows feet, also firming the delicate skin from the eye contour.  ↠ Red Light Phototherapy (630 nm):  Acts on the markers resulting from the daily skin microinflamationwhich accelerates the ageing process; thus calming and reducing it s redness.  ↠Lift Electro-stimulation :  Which is is able to promote the toning from the tissues.  Potentiation  ↠ Ionophoresis:  Imperceptible ionic microcircuits that increase the permeability from the skin, promoting the penetration and efficacy from your eye contour care.  Compact and easy to use!"
015686UQ,Light Legs Spray ,Aquilea,Water Retention & Tired Legs,body/water-retention,Light Legs Spray,"Aquilea Light Legs Sprayimmediately provides a cold effect that refreshes, revitalizes and provides lightness and elasticity to the legs. In addition, it also tones the skin.   Immediate and long lasting cold effect!   Its formula with Blackcurrant, Blueberry, Eucalyptus and Menthol favors and activates skin micro-circulation helping to reduce weight and tiredness of the legs, providing a feeling of relief and rest in tired legs, a situation that occurs, for example, when working long hours standing or sitting in the same position or in the case of pregnancy.","Aquilea Light Legs Spray  Aquilea Light Legs Sprayimmediately provides a cold effect that refreshes, revitalizes and provides lightness and elasticity to the legs. In addition, it also tones the skin.   Immediate and long lasting cold effect!   Its formula with Blackcurrant, Blueberry, Eucalyptus and Menthol favors and activates skin micro-circulation helping to reduce weight and tiredness of the legs, providing a feeling of relief and rest in tired legs, a situation that occurs, for example, when working long hours standing or sitting in the same position or in the case of pregnancy."
024090YX,Biome Ultimate Indulging Cream,Axis y,First Wrinkles,skin/first-signs-age/specific-moisturizers,Biome Ultimate Indulging Cream Wrinkle Care,"Axis-Y Biome Ultimate Indulging Cream delivers advanced wrinkle care and lasting hydration with a biome-boosting, glow-enhancing formula.Firm. Glow. Indulge!Key Benefits:Reduces fine lines and improves elasticityStrengthens skin barrier with ceramides, cholesterol and fatty acidsDeep hydration with a Satin Barrier™ finishSoothes and protects with antioxidant-rich MugwortEnriched with AXIS-Y’s Special Biome Blend for skin clarity and textureActive Ingredients:Adenosine, Ceramides + Cholesterol + Fatty AcidsMugwortSpecial Biome BlendAxis-Y Biome Ultimate Indulging Cream is the ultimate in anti-aging skincare. With powerful biome support, wrinkle-reducing actives, and intense hydration, it leaves skin smoother, firmer, and naturally radiant. Ideal for those seeking luxury results in a vegan-friendly formula.","Axis y Biome Ultimate Indulging Cream Axis-Y Biome Ultimate Indulging Cream delivers advanced wrinkle care and lasting hydration with a biome-boosting, glow-enhancing formula.Firm. Glow. Indulge!Key Benefits:Reduces fine lines and improves elasticityStrengthens skin barrier with ceramides, cholesterol and fatty acidsDeep hydration with a Satin Barrier™ finishSoothes and protects with antioxidant-rich MugwortEnriched with AXIS-Y’s Special Biome Blend for skin clarity and textureActive Ingredients:Adenosine, Ceramides + Cholesterol + Fatty AcidsMugwortSpecial Biome BlendAxis-Y Biome Ultimate Indulging Cream is the ultimate in anti-aging skincare. With powerful biome support, wrinkle-reducing actives, and intense hydration, it leaves skin smoother, firmer, and naturally radiant. Ideal for those seeking luxury results in a vegan-friendly formula."
007836EB,Body Refining Serum Shaping Concentrate ,Eisenberg,Cellulite & Body Sculping,body/sculping,Body Refining Serum Shaping Concentrate,"Looking for a prouct that allows to reduce theliquid accumulation while iteliminates the fatdepositsandstubborncellulite? Mission accomplished!  The Body refining serum shaping concentrateis a light texture and productthat is quickly absorbed through the skin; working deeply on all these concerns.   The silhouette is shapedand the skin becomes noticeably smoother.   This serum contains theSculpting Complex, a concentrate of active ingredientswhich actsdeeply on fat burnand fluid retention, promoting the lipid breakdown from the adipocites, and facilitating their elimination. This complex contains   Bupleurum chinensis</i>extract, caffeine and Coenzyme A.  Additionally, the Trio-Molecular complex promotes the regeneration of skin cells, providing more firmness and smoothness to itssurface.","Eisenberg Body Refining Serum Shaping Concentrate  Looking for a prouct that allows to reduce theliquid accumulation while iteliminates the fatdepositsandstubborncellulite? Mission accomplished!  The Body refining serum shaping concentrateis a light texture and productthat is quickly absorbed through the skin; working deeply on all these concerns.   The silhouette is shapedand the skin becomes noticeably smoother.   This serum contains theSculpting Complex, a concentrate of active ingredientswhich actsdeeply on fat burnand fluid retention, promoting the lipid breakdown from the adipocites, and facilitating their elimination. This complex contains   Bupleurum chinensis</i>extract, caffeine and Coenzyme A.  Additionally, the Trio-Molecular complex promotes the regeneration of skin cells, providing more firmness and smoothness to itssurface."
